     ITIME      Time(Hours)    Net_Q/INLET_Q    Mass_Error      Cumu_Mass_Error  No_Wet_Cell
    298900      8.3028E-01     -3.3325E-10      3.3325E-10      2.4685E-04         200
    299000      8.3056E-01     -3.3325E-10      3.3325E-10      2.4677E-04         200
    299100      8.3083E-01     -3.3325E-10      3.3325E-10      2.4668E-04         200
    299200      8.3111E-01     -3.3325E-10      3.3325E-10      2.4660E-04         200
    299300      8.3139E-01     -3.3325E-10      3.3325E-10      2.4652E-04         200
    299400      8.3167E-01     -3.3325E-10      3.3325E-10      2.4644E-04         200
    299500      8.3194E-01     -3.3325E-10      3.3325E-10      2.4636E-04         200
    299600      8.3222E-01     -3.3325E-10      3.3325E-10      2.4628E-04         200
    299700      8.3250E-01     -3.3325E-10      3.3325E-10      2.4620E-04         200
    299800      8.3278E-01     -3.3325E-10      3.3325E-10      2.4612E-04         200
    299900      8.3306E-01     -3.3325E-10      3.3325E-10      2.4604E-04         200
    300000      8.3333E-01     -3.3325E-10      3.3325E-10      2.4596E-04         200
    300100      8.3361E-01     -3.3325E-10      3.3325E-10      2.4587E-04         200
    300200      8.3389E-01     -3.3325E-10      3.3325E-10      2.4579E-04         200
    300300      8.3417E-01     -3.3325E-10      3.3325E-10      2.4571E-04         200
    300400      8.3444E-01     -3.3325E-10      3.3325E-10      2.4563E-04         200
    300500      8.3472E-01     -3.3325E-10      3.3325E-10      2.4555E-04         200
    300600      8.3500E-01     -3.3325E-10      3.3325E-10      2.4547E-04         200
    300700      8.3528E-01     -3.3325E-10      3.3325E-10      2.4539E-04         200
    300800      8.3556E-01     -3.3325E-10      3.3325E-10      2.4531E-04         200
    300900      8.3583E-01     -3.3325E-10      3.3325E-10      2.4523E-04         200
    301000      8.3611E-01     -3.3325E-10      3.3325E-10      2.4515E-04         200
    301100      8.3639E-01     -3.3325E-10      3.3325E-10      2.4507E-04         200
    301200      8.3667E-01     -3.3325E-10      3.3325E-10      2.4499E-04         200
    301300      8.3694E-01     -3.3325E-10      3.3325E-10      2.4491E-04         200
    301400      8.3722E-01     -3.3325E-10      3.3325E-10      2.4483E-04         200
    301500      8.3750E-01     -3.3325E-10      3.3325E-10      2.4475E-04         200
    301600      8.3778E-01     -3.3325E-10      3.3325E-10      2.4467E-04         200
    301700      8.3806E-01     -3.3325E-10      3.3325E-10      2.4459E-04         200
    301800      8.3833E-01     -3.3325E-10      3.3325E-10      2.4451E-04         200
    301900      8.3861E-01     -3.3325E-10      3.3325E-10      2.4443E-04         200
    302000      8.3889E-01     -3.3325E-10      3.3325E-10      2.4435E-04         200
    302100      8.3917E-01     -3.3325E-10      3.3325E-10      2.4427E-04         200
    302200      8.3944E-01     -3.3325E-10      3.3325E-10      2.4419E-04         200
    302300      8.3972E-01     -3.3325E-10      3.3325E-10      2.4411E-04         200
    302400      8.4000E-01     -3.3325E-10      3.3325E-10      2.4403E-04         200
    302500      8.4028E-01     -3.3325E-10      3.3325E-10      2.4395E-04         200
    302600      8.4056E-01     -3.3325E-10      3.3325E-10      2.4387E-04         200
    302700      8.4083E-01     -3.3325E-10      3.3325E-10      2.4380E-04         200
    302800      8.4111E-01     -3.3325E-10      3.3325E-10      2.4372E-04         200
    302900      8.4139E-01     -3.3325E-10      3.3325E-10      2.4364E-04         200
    303000      8.4167E-01     -3.3325E-10      3.3325E-10      2.4356E-04         200
    303100      8.4194E-01     -3.3325E-10      3.3325E-10      2.4348E-04         200
    303200      8.4222E-01     -3.3325E-10      3.3325E-10      2.4340E-04         200
    303300      8.4250E-01     -3.3325E-10      3.3325E-10      2.4332E-04         200
    303400      8.4278E-01     -3.3325E-10      3.3325E-10      2.4324E-04         200
    303500      8.4306E-01     -3.3325E-10      3.3325E-10      2.4316E-04         200
    303600      8.4333E-01     -3.3325E-10      3.3325E-10      2.4308E-04         200
    303700      8.4361E-01     -3.3325E-10      3.3325E-10      2.4300E-04         200
    303800      8.4389E-01     -3.3325E-10      3.3325E-10      2.4293E-04         200
    303900      8.4417E-01     -3.3325E-10      3.3325E-10      2.4285E-04         200
    304000      8.4444E-01     -3.3325E-10      3.3325E-10      2.4277E-04         200
    304100      8.4472E-01     -3.3325E-10      3.3325E-10      2.4269E-04         200
    304200      8.4500E-01     -3.3325E-10      3.3325E-10      2.4261E-04         200
    304300      8.4528E-01     -3.3325E-10      3.3325E-10      2.4253E-04         200
    304400      8.4556E-01     -3.3325E-10      3.3325E-10      2.4245E-04         200
    304500      8.4583E-01     -3.3325E-10      3.3325E-10      2.4238E-04         200
    304600      8.4611E-01     -3.3325E-10      3.3325E-10      2.4230E-04         200
    304700      8.4639E-01     -3.3325E-10      3.3325E-10      2.4222E-04         200
    304800      8.4667E-01     -3.3325E-10      3.3325E-10      2.4214E-04         200
    304900      8.4694E-01     -3.3325E-10      3.3325E-10      2.4206E-04         200
    305000      8.4722E-01     -3.3325E-10      3.3325E-10      2.4198E-04         200
    305100      8.4750E-01     -3.3325E-10      3.3325E-10      2.4191E-04         200
    305200      8.4778E-01     -3.3325E-10      3.3325E-10      2.4183E-04         200
    305300      8.4806E-01     -3.3325E-10      3.3325E-10      2.4175E-04         200
    305400      8.4833E-01     -3.3325E-10      3.3325E-10      2.4167E-04         200
    305500      8.4861E-01     -3.3325E-10      3.3325E-10      2.4159E-04         200
    305600      8.4889E-01     -3.3325E-10      3.3325E-10      2.4152E-04         200
    305700      8.4917E-01     -3.3325E-10      3.3325E-10      2.4144E-04         200
    305800      8.4944E-01     -3.3325E-10      3.3325E-10      2.4136E-04         200
    305900      8.4972E-01     -3.3325E-10      3.3325E-10      2.4128E-04         200
    306000      8.5000E-01     -3.3325E-10      3.3325E-10      2.4121E-04         200
    306100      8.5028E-01     -3.3325E-10      3.3325E-10      2.4113E-04         200
    306200      8.5056E-01     -3.3325E-10      3.3325E-10      2.4105E-04         200
    306300      8.5083E-01     -3.3325E-10      3.3325E-10      2.4097E-04         200
    306400      8.5111E-01     -3.3325E-10      3.3325E-10      2.4090E-04         200
    306500      8.5139E-01     -3.3325E-10      3.3325E-10      2.4082E-04         200
    306600      8.5167E-01     -3.3325E-10      3.3325E-10      2.4074E-04         200
    306700      8.5194E-01     -3.3325E-10      3.3325E-10      2.4066E-04         200
    306800      8.5222E-01     -3.3325E-10      3.3325E-10      2.4059E-04         200
    306900      8.5250E-01     -3.3325E-10      3.3325E-10      2.4051E-04         200
    307000      8.5278E-01     -3.3325E-10      3.3325E-10      2.4043E-04         200
    307100      8.5306E-01     -3.3325E-10      3.3325E-10      2.4035E-04         200
    307200      8.5333E-01     -3.3325E-10      3.3325E-10      2.4028E-04         200
    307300      8.5361E-01     -3.3325E-10      3.3325E-10      2.4020E-04         200
    307400      8.5389E-01     -3.3325E-10      3.3325E-10      2.4012E-04         200
    307500      8.5417E-01     -3.3325E-10      3.3325E-10      2.4005E-04         200
    307600      8.5444E-01     -3.3325E-10      3.3325E-10      2.3997E-04         200
    307700      8.5472E-01     -3.3325E-10      3.3325E-10      2.3989E-04         200
    307800      8.5500E-01     -3.3325E-10      3.3325E-10      2.3982E-04         200
    307900      8.5528E-01     -3.3325E-10      3.3325E-10      2.3974E-04         200
    308000      8.5556E-01     -3.3325E-10      3.3325E-10      2.3966E-04         200
    308100      8.5583E-01     -3.3325E-10      3.3325E-10      2.3959E-04         200
    308200      8.5611E-01     -3.3325E-10      3.3325E-10      2.3951E-04         200
    308300      8.5639E-01     -3.3325E-10      3.3325E-10      2.3943E-04         200
    308400      8.5667E-01     -3.3325E-10      3.3325E-10      2.3936E-04         200
    308500      8.5694E-01     -3.3325E-10      3.3325E-10      2.3928E-04         200
    308600      8.5722E-01     -3.3325E-10      3.3325E-10      2.3920E-04         200
    308700      8.5750E-01     -3.3325E-10      3.3325E-10      2.3913E-04         200
    308800      8.5778E-01     -3.3325E-10      3.3325E-10      2.3905E-04         200
    308900      8.5806E-01     -3.3325E-10      3.3325E-10      2.3898E-04         200
    309000      8.5833E-01     -3.3325E-10      3.3325E-10      2.3890E-04         200
    309100      8.5861E-01     -3.3325E-10      3.3325E-10      2.3882E-04         200
    309200      8.5889E-01     -3.3325E-10      3.3325E-10      2.3875E-04         200
    309300      8.5917E-01     -3.3325E-10      3.3325E-10      2.3867E-04         200
    309400      8.5944E-01     -3.3325E-10      3.3325E-10      2.3860E-04         200
    309500      8.5972E-01     -3.3325E-10      3.3325E-10      2.3852E-04         200
    309600      8.6000E-01     -3.3325E-10      3.3325E-10      2.3844E-04         200
    309700      8.6028E-01     -3.3325E-10      3.3325E-10      2.3837E-04         200
    309800      8.6056E-01     -3.3325E-10      3.3325E-10      2.3829E-04         200
    309900      8.6083E-01     -3.3325E-10      3.3325E-10      2.3822E-04         200
    310000      8.6111E-01     -3.3325E-10      3.3325E-10      2.3814E-04         200
    310100      8.6139E-01     -3.3325E-10      3.3325E-10      2.3806E-04         200
    310200      8.6167E-01     -3.3325E-10      3.3325E-10      2.3799E-04         200
    310300      8.6194E-01     -3.3325E-10      3.3325E-10      2.3791E-04         200
    310400      8.6222E-01     -3.3325E-10      3.3325E-10      2.3784E-04         200
    310500      8.6250E-01     -3.3325E-10      3.3325E-10      2.3776E-04         200
    310600      8.6278E-01     -3.3325E-10      3.3325E-10      2.3769E-04         200
    310700      8.6306E-01     -3.3325E-10      3.3325E-10      2.3761E-04         200
    310800      8.6333E-01     -3.3325E-10      3.3325E-10      2.3754E-04         200
    310900      8.6361E-01     -3.3325E-10      3.3325E-10      2.3746E-04         200
    311000      8.6389E-01     -3.3325E-10      3.3325E-10      2.3739E-04         200
    311100      8.6417E-01     -3.3325E-10      3.3325E-10      2.3731E-04         200
    311200      8.6444E-01     -3.3325E-10      3.3325E-10      2.3724E-04         200
    311300      8.6472E-01     -3.3325E-10      3.3325E-10      2.3716E-04         200
    311400      8.6500E-01     -3.3325E-10      3.3325E-10      2.3709E-04         200
    311500      8.6528E-01     -3.3325E-10      3.3325E-10      2.3701E-04         200
    311600      8.6556E-01     -3.3325E-10      3.3325E-10      2.3694E-04         200
    311700      8.6583E-01     -3.3325E-10      3.3325E-10      2.3686E-04         200
    311800      8.6611E-01     -3.3325E-10      3.3325E-10      2.3679E-04         200
    311900      8.6639E-01     -3.3325E-10      3.3325E-10      2.3671E-04         200
    312000      8.6667E-01     -3.3325E-10      3.3325E-10      2.3664E-04         200
    312100      8.6694E-01     -3.3325E-10      3.3325E-10      2.3656E-04         200
    312200      8.6722E-01     -3.3325E-10      3.3325E-10      2.3649E-04         200
    312300      8.6750E-01     -3.3325E-10      3.3325E-10      2.3641E-04         200
    312400      8.6778E-01     -3.3325E-10      3.3325E-10      2.3634E-04         200
    312500      8.6806E-01     -3.3325E-10      3.3325E-10      2.3626E-04         200
    312600      8.6833E-01     -3.3325E-10      3.3325E-10      2.3619E-04         200
    312700      8.6861E-01     -3.3325E-10      3.3325E-10      2.3611E-04         200
    312800      8.6889E-01     -3.3325E-10      3.3325E-10      2.3604E-04         200
    312900      8.6917E-01     -3.3325E-10      3.3325E-10      2.3597E-04         200
    313000      8.6944E-01     -3.3325E-10      3.3325E-10      2.3589E-04         200
    313100      8.6972E-01     -3.3325E-10      3.3325E-10      2.3582E-04         200
    313200      8.7000E-01     -3.3325E-10      3.3325E-10      2.3574E-04         200
    313300      8.7028E-01     -3.3325E-10      3.3325E-10      2.3567E-04         200
    313400      8.7056E-01     -3.3325E-10      3.3325E-10      2.3559E-04         200
    313500      8.7083E-01     -3.3325E-10      3.3325E-10      2.3552E-04         200
    313600      8.7111E-01     -3.3325E-10      3.3325E-10      2.3545E-04         200
    313700      8.7139E-01     -3.3325E-10      3.3325E-10      2.3537E-04         200
    313800      8.7167E-01     -3.3325E-10      3.3325E-10      2.3530E-04         200
    313900      8.7194E-01     -3.3325E-10      3.3325E-10      2.3523E-04         200
    314000      8.7222E-01     -3.3325E-10      3.3325E-10      2.3515E-04         200
    314100      8.7250E-01     -3.3325E-10      3.3325E-10      2.3508E-04         200
    314200      8.7278E-01     -3.3325E-10      3.3325E-10      2.3500E-04         200
    314300      8.7306E-01     -3.3325E-10      3.3325E-10      2.3493E-04         200
    314400      8.7333E-01     -3.3325E-10      3.3325E-10      2.3486E-04         200
    314500      8.7361E-01     -3.3325E-10      3.3325E-10      2.3478E-04         200
    314600      8.7389E-01     -3.3325E-10      3.3325E-10      2.3471E-04         200
    314700      8.7417E-01     -3.3325E-10      3.3325E-10      2.3464E-04         200
    314800      8.7444E-01     -3.3325E-10      3.3325E-10      2.3456E-04         200
    314900      8.7472E-01     -3.3325E-10      3.3325E-10      2.3449E-04         200
    315000      8.7500E-01     -3.3325E-10      3.3325E-10      2.3442E-04         200
    315100      8.7528E-01     -3.3325E-10      3.3325E-10      2.3434E-04         200
    315200      8.7556E-01     -3.3325E-10      3.3325E-10      2.3427E-04         200
    315300      8.7583E-01     -3.3325E-10      3.3325E-10      2.3420E-04         200
    315400      8.7611E-01     -3.3325E-10      3.3325E-10      2.3412E-04         200
    315500      8.7639E-01     -3.3325E-10      3.3325E-10      2.3405E-04         200
    315600      8.7667E-01     -3.3325E-10      3.3325E-10      2.3398E-04         200
    315700      8.7694E-01     -3.3325E-10      3.3325E-10      2.3390E-04         200
    315800      8.7722E-01     -3.3325E-10      3.3325E-10      2.3383E-04         200
    315900      8.7750E-01     -3.3325E-10      3.3325E-10      2.3376E-04         200
    316000      8.7778E-01     -3.3325E-10      3.3325E-10      2.3369E-04         200
    316100      8.7806E-01     -3.3325E-10      3.3325E-10      2.3361E-04         200
    316200      8.7833E-01     -3.3325E-10      3.3325E-10      2.3354E-04         200
    316300      8.7861E-01     -3.3325E-10      3.3325E-10      2.3347E-04         200
    316400      8.7889E-01     -3.3325E-10      3.3325E-10      2.3339E-04         200
    316500      8.7917E-01     -3.3325E-10      3.3325E-10      2.3332E-04         200
    316600      8.7944E-01     -3.3325E-10      3.3325E-10      2.3325E-04         200
    316700      8.7972E-01     -3.3325E-10      3.3325E-10      2.3318E-04         200
    316800      8.8000E-01     -3.3325E-10      3.3325E-10      2.3310E-04         200
    316900      8.8028E-01     -3.3325E-10      3.3325E-10      2.3303E-04         200
    317000      8.8056E-01     -3.3325E-10      3.3325E-10      2.3296E-04         200
    317100      8.8083E-01     -3.3325E-10      3.3325E-10      2.3289E-04         200
    317200      8.8111E-01     -3.3325E-10      3.3325E-10      2.3281E-04         200
    317300      8.8139E-01     -3.3325E-10      3.3325E-10      2.3274E-04         200
    317400      8.8167E-01     -3.3325E-10      3.3325E-10      2.3267E-04         200
    317500      8.8194E-01     -3.3325E-10      3.3325E-10      2.3260E-04         200
    317600      8.8222E-01     -3.3325E-10      3.3325E-10      2.3252E-04         200
    317700      8.8250E-01     -3.3325E-10      3.3325E-10      2.3245E-04         200
    317800      8.8278E-01     -3.3325E-10      3.3325E-10      2.3238E-04         200
    317900      8.8306E-01     -3.3325E-10      3.3325E-10      2.3231E-04         200
    318000      8.8333E-01     -3.3325E-10      3.3325E-10      2.3224E-04         200
    318100      8.8361E-01     -3.3325E-10      3.3325E-10      2.3216E-04         200
    318200      8.8389E-01     -3.3325E-10      3.3325E-10      2.3209E-04         200
    318300      8.8417E-01     -3.3325E-10      3.3325E-10      2.3202E-04         200
    318400      8.8444E-01     -3.3325E-10      3.3325E-10      2.3195E-04         200
    318500      8.8472E-01     -3.3325E-10      3.3325E-10      2.3188E-04         200
    318600      8.8500E-01     -3.3325E-10      3.3325E-10      2.3181E-04         200
    318700      8.8528E-01     -3.3325E-10      3.3325E-10      2.3173E-04         200
    318800      8.8556E-01     -3.3325E-10      3.3325E-10      2.3166E-04         200
    318900      8.8583E-01     -3.3325E-10      3.3325E-10      2.3159E-04         200
    319000      8.8611E-01     -3.3325E-10      3.3325E-10      2.3152E-04         200
    319100      8.8639E-01     -3.3325E-10      3.3325E-10      2.3145E-04         200
    319200      8.8667E-01     -3.3325E-10      3.3325E-10      2.3138E-04         200
    319300      8.8694E-01     -3.3325E-10      3.3325E-10      2.3131E-04         200
    319400      8.8722E-01     -3.3325E-10      3.3325E-10      2.3123E-04         200
    319500      8.8750E-01     -3.3325E-10      3.3325E-10      2.3116E-04         200
    319600      8.8778E-01     -3.3325E-10      3.3325E-10      2.3109E-04         200
    319700      8.8806E-01     -3.3325E-10      3.3325E-10      2.3102E-04         200
    319800      8.8833E-01     -3.3325E-10      3.3325E-10      2.3095E-04         200
    319900      8.8861E-01     -3.3325E-10      3.3325E-10      2.3088E-04         200
    320000      8.8889E-01     -3.3325E-10      3.3325E-10      2.3081E-04         200
    320100      8.8917E-01     -3.3325E-10      3.3325E-10      2.3074E-04         200
    320200      8.8944E-01     -3.3325E-10      3.3325E-10      2.3066E-04         200
    320300      8.8972E-01     -3.3325E-10      3.3325E-10      2.3059E-04         200
    320400      8.9000E-01     -3.3325E-10      3.3325E-10      2.3052E-04         200
    320500      8.9028E-01     -3.3325E-10      3.3325E-10      2.3045E-04         200
    320600      8.9056E-01     -3.3325E-10      3.3325E-10      2.3038E-04         200
    320700      8.9083E-01     -3.3325E-10      3.3325E-10      2.3031E-04         200
    320800      8.9111E-01     -3.3325E-10      3.3325E-10      2.3024E-04         200
    320900      8.9139E-01     -3.3325E-10      3.3325E-10      2.3017E-04         200
    321000      8.9167E-01     -3.3325E-10      3.3325E-10      2.3010E-04         200
    321100      8.9194E-01     -3.3325E-10      3.3325E-10      2.3003E-04         200
    321200      8.9222E-01     -3.3325E-10      3.3325E-10      2.2996E-04         200
    321300      8.9250E-01     -3.3325E-10      3.3325E-10      2.2989E-04         200
    321400      8.9278E-01     -3.3325E-10      3.3325E-10      2.2982E-04         200
    321500      8.9306E-01     -3.3325E-10      3.3325E-10      2.2975E-04         200
    321600      8.9333E-01     -3.3325E-10      3.3325E-10      2.2967E-04         200
    321700      8.9361E-01     -3.3325E-10      3.3325E-10      2.2960E-04         200
    321800      8.9389E-01     -3.3325E-10      3.3325E-10      2.2953E-04         200
    321900      8.9417E-01     -3.3325E-10      3.3325E-10      2.2946E-04         200
    322000      8.9444E-01     -3.3325E-10      3.3325E-10      2.2939E-04         200
    322100      8.9472E-01     -3.3325E-10      3.3325E-10      2.2932E-04         200
    322200      8.9500E-01     -3.3325E-10      3.3325E-10      2.2925E-04         200
    322300      8.9528E-01     -3.3325E-10      3.3325E-10      2.2918E-04         200
    322400      8.9556E-01     -3.3325E-10      3.3325E-10      2.2911E-04         200
    322500      8.9583E-01     -3.3325E-10      3.3325E-10      2.2904E-04         200
    322600      8.9611E-01     -3.3325E-10      3.3325E-10      2.2897E-04         200
    322700      8.9639E-01     -3.3325E-10      3.3325E-10      2.2890E-04         200
    322800      8.9667E-01     -3.3325E-10      3.3325E-10      2.2883E-04         200
    322900      8.9694E-01     -3.3325E-10      3.3325E-10      2.2876E-04         200
    323000      8.9722E-01     -3.3325E-10      3.3325E-10      2.2869E-04         200
    323100      8.9750E-01     -3.3325E-10      3.3325E-10      2.2862E-04         200
    323200      8.9778E-01     -3.3325E-10      3.3325E-10      2.2855E-04         200
    323300      8.9806E-01     -3.3325E-10      3.3325E-10      2.2848E-04         200
    323400      8.9833E-01     -3.3325E-10      3.3325E-10      2.2841E-04         200
    323500      8.9861E-01     -3.3325E-10      3.3325E-10      2.2835E-04         200
    323600      8.9889E-01     -3.3325E-10      3.3325E-10      2.2828E-04         200
    323700      8.9917E-01     -3.3325E-10      3.3325E-10      2.2821E-04         200
    323800      8.9944E-01     -3.3325E-10      3.3325E-10      2.2814E-04         200
    323900      8.9972E-01     -3.3325E-10      3.3325E-10      2.2807E-04         200
    324000      9.0000E-01     -3.3325E-10      3.3325E-10      2.2800E-04         200
    324100      9.0028E-01     -3.3325E-10      3.3325E-10      2.2793E-04         200
    324200      9.0056E-01     -3.3325E-10      3.3325E-10      2.2786E-04         200
    324300      9.0083E-01     -3.3325E-10      3.3325E-10      2.2779E-04         200
    324400      9.0111E-01     -3.3325E-10      3.3325E-10      2.2772E-04         200
    324500      9.0139E-01     -3.3325E-10      3.3325E-10      2.2765E-04         200
    324600      9.0167E-01     -3.3325E-10      3.3325E-10      2.2758E-04         200
    324700      9.0194E-01     -3.3325E-10      3.3325E-10      2.2751E-04         200
    324800      9.0222E-01     -3.3325E-10      3.3325E-10      2.2744E-04         200
    324900      9.0250E-01     -3.3325E-10      3.3325E-10      2.2738E-04         200
    325000      9.0278E-01     -3.3325E-10      3.3325E-10      2.2731E-04         200
    325100      9.0306E-01     -3.3325E-10      3.3325E-10      2.2724E-04         200
    325200      9.0333E-01     -3.3325E-10      3.3325E-10      2.2717E-04         200
    325300      9.0361E-01     -3.3325E-10      3.3325E-10      2.2710E-04         200
    325400      9.0389E-01     -3.3325E-10      3.3325E-10      2.2703E-04         200
    325500      9.0417E-01     -3.3325E-10      3.3325E-10      2.2696E-04         200
    325600      9.0444E-01     -3.3325E-10      3.3325E-10      2.2689E-04         200
    325700      9.0472E-01     -3.3325E-10      3.3325E-10      2.2682E-04         200
    325800      9.0500E-01     -3.3325E-10      3.3325E-10      2.2676E-04         200
    325900      9.0528E-01     -3.3325E-10      3.3325E-10      2.2669E-04         200
    326000      9.0556E-01     -3.3325E-10      3.3325E-10      2.2662E-04         200
    326100      9.0583E-01     -3.3325E-10      3.3325E-10      2.2655E-04         200
    326200      9.0611E-01     -3.3325E-10      3.3325E-10      2.2648E-04         200
    326300      9.0639E-01     -3.3325E-10      3.3325E-10      2.2641E-04         200
    326400      9.0667E-01     -3.3325E-10      3.3325E-10      2.2635E-04         200
    326500      9.0694E-01     -3.3325E-10      3.3325E-10      2.2628E-04         200
    326600      9.0722E-01     -3.3325E-10      3.3325E-10      2.2621E-04         200
    326700      9.0750E-01     -3.3325E-10      3.3325E-10      2.2614E-04         200
    326800      9.0778E-01     -3.3325E-10      3.3325E-10      2.2607E-04         200
    326900      9.0806E-01     -3.3325E-10      3.3325E-10      2.2600E-04         200
    327000      9.0833E-01     -3.3325E-10      3.3325E-10      2.2594E-04         200
    327100      9.0861E-01     -3.3325E-10      3.3325E-10      2.2587E-04         200
    327200      9.0889E-01     -3.3325E-10      3.3325E-10      2.2580E-04         200
    327300      9.0917E-01     -3.3325E-10      3.3325E-10      2.2573E-04         200
    327400      9.0944E-01     -3.3325E-10      3.3325E-10      2.2566E-04         200
    327500      9.0972E-01     -3.3325E-10      3.3325E-10      2.2560E-04         200
    327600      9.1000E-01     -3.3325E-10      3.3325E-10      2.2553E-04         200
    327700      9.1028E-01     -3.3325E-10      3.3325E-10      2.2546E-04         200
    327800      9.1056E-01     -3.3325E-10      3.3325E-10      2.2539E-04         200
    327900      9.1083E-01     -3.3325E-10      3.3325E-10      2.2532E-04         200
    328000      9.1111E-01     -3.3325E-10      3.3325E-10      2.2526E-04         200
    328100      9.1139E-01     -3.3325E-10      3.3325E-10      2.2519E-04         200
    328200      9.1167E-01     -3.3325E-10      3.3325E-10      2.2512E-04         200
    328300      9.1194E-01     -3.3325E-10      3.3325E-10      2.2505E-04         200
    328400      9.1222E-01     -3.3325E-10      3.3325E-10      2.2499E-04         200
    328500      9.1250E-01     -3.3325E-10      3.3325E-10      2.2492E-04         200
    328600      9.1278E-01     -3.3325E-10      3.3325E-10      2.2485E-04         200
    328700      9.1306E-01     -3.3325E-10      3.3325E-10      2.2478E-04         200
    328800      9.1333E-01     -3.3325E-10      3.3325E-10      2.2472E-04         200
    328900      9.1361E-01     -3.3325E-10      3.3325E-10      2.2465E-04         200
    329000      9.1389E-01     -3.3325E-10      3.3325E-10      2.2458E-04         200
    329100      9.1417E-01     -3.3325E-10      3.3325E-10      2.2451E-04         200
    329200      9.1444E-01     -3.3325E-10      3.3325E-10      2.2445E-04         200
    329300      9.1472E-01     -3.3325E-10      3.3325E-10      2.2438E-04         200
    329400      9.1500E-01     -3.3325E-10      3.3325E-10      2.2431E-04         200
    329500      9.1528E-01     -3.3325E-10      3.3325E-10      2.2425E-04         200
    329600      9.1556E-01     -3.3325E-10      3.3325E-10      2.2418E-04         200
    329700      9.1583E-01     -3.3325E-10      3.3325E-10      2.2411E-04         200
    329800      9.1611E-01     -3.3325E-10      3.3325E-10      2.2404E-04         200
    329900      9.1639E-01     -3.3325E-10      3.3325E-10      2.2398E-04         200
    330000      9.1667E-01     -3.3325E-10      3.3325E-10      2.2391E-04         200
    330100      9.1694E-01     -3.3325E-10      3.3325E-10      2.2384E-04         200
    330200      9.1722E-01     -3.3325E-10      3.3325E-10      2.2378E-04         200
    330300      9.1750E-01     -3.3325E-10      3.3325E-10      2.2371E-04         200
    330400      9.1778E-01     -3.3325E-10      3.3325E-10      2.2364E-04         200
    330500      9.1806E-01     -3.3325E-10      3.3325E-10      2.2358E-04         200
    330600      9.1833E-01     -3.3325E-10      3.3325E-10      2.2351E-04         200
    330700      9.1861E-01     -3.3325E-10      3.3325E-10      2.2344E-04         200
    330800      9.1889E-01     -3.3325E-10      3.3325E-10      2.2338E-04         200
    330900      9.1917E-01     -3.3325E-10      3.3325E-10      2.2331E-04         200
    331000      9.1944E-01     -3.3325E-10      3.3325E-10      2.2324E-04         200
    331100      9.1972E-01     -3.3325E-10      3.3325E-10      2.2318E-04         200
    331200      9.2000E-01     -3.3325E-10      3.3325E-10      2.2311E-04         200
    331300      9.2028E-01     -3.3325E-10      3.3325E-10      2.2304E-04         200
    331400      9.2056E-01     -3.3325E-10      3.3325E-10      2.2298E-04         200
    331500      9.2083E-01     -3.3325E-10      3.3325E-10      2.2291E-04         200
    331600      9.2111E-01     -3.3325E-10      3.3325E-10      2.2285E-04         200
    331700      9.2139E-01     -3.3325E-10      3.3325E-10      2.2278E-04         200
    331800      9.2167E-01     -3.3325E-10      3.3325E-10      2.2271E-04         200
    331900      9.2194E-01     -3.3325E-10      3.3325E-10      2.2265E-04         200
    332000      9.2222E-01     -3.3325E-10      3.3325E-10      2.2258E-04         200
    332100      9.2250E-01     -3.3325E-10      3.3325E-10      2.2251E-04         200
    332200      9.2278E-01     -3.3325E-10      3.3325E-10      2.2245E-04         200
    332300      9.2306E-01     -3.3325E-10      3.3325E-10      2.2238E-04         200
    332400      9.2333E-01     -3.3325E-10      3.3325E-10      2.2232E-04         200
    332500      9.2361E-01     -3.3325E-10      3.3325E-10      2.2225E-04         200
    332600      9.2389E-01     -3.3325E-10      3.3325E-10      2.2218E-04         200
    332700      9.2417E-01     -3.3325E-10      3.3325E-10      2.2212E-04         200
    332800      9.2444E-01     -3.3325E-10      3.3325E-10      2.2205E-04         200
    332900      9.2472E-01     -3.3325E-10      3.3325E-10      2.2199E-04         200
    333000      9.2500E-01     -3.3325E-10      3.3325E-10      2.2192E-04         200
    333100      9.2528E-01     -3.3325E-10      3.3325E-10      2.2186E-04         200
    333200      9.2556E-01     -3.3325E-10      3.3325E-10      2.2179E-04         200
    333300      9.2583E-01     -3.3325E-10      3.3325E-10      2.2172E-04         200
    333400      9.2611E-01     -3.3325E-10      3.3325E-10      2.2166E-04         200
    333500      9.2639E-01     -3.3325E-10      3.3325E-10      2.2159E-04         200
    333600      9.2667E-01     -3.3325E-10      3.3325E-10      2.2153E-04         200
    333700      9.2694E-01     -3.3325E-10      3.3325E-10      2.2146E-04         200
    333800      9.2722E-01     -3.3325E-10      3.3325E-10      2.2140E-04         200
    333900      9.2750E-01     -3.3325E-10      3.3325E-10      2.2133E-04         200
    334000      9.2778E-01     -3.3325E-10      3.3325E-10      2.2127E-04         200
    334100      9.2806E-01     -3.3325E-10      3.3325E-10      2.2120E-04         200
    334200      9.2833E-01     -3.3325E-10      3.3325E-10      2.2114E-04         200
    334300      9.2861E-01     -3.3325E-10      3.3325E-10      2.2107E-04         200
    334400      9.2889E-01     -3.3325E-10      3.3325E-10      2.2101E-04         200
    334500      9.2917E-01     -3.3325E-10      3.3325E-10      2.2094E-04         200
